tweet_id,hashtag
1645527718270754816,URGENTE
1645527616474996738,URGENTE
1645526817757954065,URGENTE
1645523451476672514,URGENTE
1645522682648166412,URGENTE
1645522678432907264,URGENTE
1644319003337162753,GobiernoCorruptoyMentiroso
1644319003337162753,irenemonterodimision
1644319003337162753,GriñanAPrision
1644319003337162753,stopinmigracionilegal
1644318947225788417,Opinión
1644317894006677507,GobiernoCorruptoyMentiroso
1644317894006677507,irenemonterodimision
1644317894006677507,GriñanAPrision
1644317894006677507,stopinmigracionilegal
1644302914393915392,Opinión
1644302237655781376,Opinión
1644301011845099521,Opinión
1644299295703588867,Opinión
1644291579480272897,PorTiPorBarcelona
1644286554217627651,BronxCelona
1644284579417554947,HECD
1644284579417554947,Barcelona
1644284531959103491,Gava
1644283876913860608,Opinión
1644270891943985152,AMB
1644261074269532160,EFE
1644260008966647815,GobiernoCorruptoyMentiroso
1644260008966647815,irenemonterodimision
1644260008966647815,GriñanAPrision
1644260008966647815,stopinmigracionilegal
1644257558033489923,ecodistrito
1644257558033489923,sincoches
1644257558033489923,barcelona
1644255605312323585,BaixLlobregat
1644255605312323585,AMB
1644254468375031808,valents
1644254468375031808,cataluña
1644254468375031808,catalunya
1644254412125118464,valents
1644254412125118464,cataluña
1644254412125118464,catalunya
1644254341811826689,valents
1644254341811826689,cataluña
1644254341811826689,catalunya
1644241869721817088,Gava
1642983629444841473,CsTerrassa
1642983422711975938,DecreixementTurístic
1642981136430145544,OperaciónCataluña
1642981136430145544,PresidentMas
1642979379285245954,LaPaseata
1642970703849766912,Sumar
1642970452707495937,LaPaseata
1642968502255378434,LaPaseata
1642968031382077441,LaPaseata
1645135971644588034,Entrevista
1645131154410831875,Entrevista
1645129752020234243,Entrevista
1645122490610462723,Entrevista
1645106951838130177,Barcelona
1645106951838130177,BarnaDiario
1645084973257424897,Entrevista
1645084266794033153,Entrevista
1645083714383167490,Entrevista
1645079540841033728,Entrevista
1645079345117949954,Entrevista
1645063056265707522,PP
1647177646264967169,Barcelona
1647177646264967169,dret
1647175949950107648,Barcelona
1647175949950107648,dret
1647174316079849472,URGENTE
1647168163543674880,URGENTE
1647166165763117058,eleccionesmunicipales2023
1647163398180962307,URGENTE
1647162488616800258,Barcelona
1647160575242432512,Entrevista
1647159603694817281,URGENTE
1647156884150059008,ViviendasDerecho
1647154806170202112,Lawfare
1647154136318885888,Lawfare
1647153942667870208,Lawfare
1647148801285664769,URGENTE
1647148457398861828,URGENTE
1647145094561124355,Barcelona
1647142164172877824,Barcelona
1647142164172877824,dret
1647141396938145792,Barcelona
1647141396938145792,dret
1647137704574844928,14Abril
1647135835710537729,eleccionesmunicipales2023
1647135835710537729,PorTiPoBarcelona
1647135835710537729,PorLosTuyos
1647135324860997634,URGENTE
1647132716792524801,CampanyaElectotaldelPoble
1647132654024704000,ENTREVISTA
1647132654024704000,EleccionsBarcelona2023
1647131188132454401,youtube
1647131188132454401,photography
1647131188132454401,travel
1647131188132454401,valencia
1647131188132454401,spain
1647129712806838273,CampanyaElectotaldelPoble
1647120528031772676,14Abril
1647118137190481920,Barcelona
1647112335436251138,URGENTE
1647111658848890882,Barcelona
1647109735747911683,URGENTE
1647092516229881856,Barcelona
1647075008810823682,URGENTE
1647055784553902082,URGENTE
1647043124424761345,Barcelona
1647043124424761345,dret
1647023358708424704,Barcelona
1647018363711881218,URGENTE
1647012422916481024,prostitucion
1647012422916481024,Feminismo
1642549281167900675,Sumar
1642543457020309508,Ecoterrorista
1642541034939768833,Ecoterrorista
1642539659392688128,Ecoterrorista
1642539253652389889,Sumar
1642537621405540354,LaRoca63
1642537257826410498,Ecoterrorista
1642536521818316802,LaHora63
1642535673851682819,LaRoca63
1642535021012459521,LaRoca63
1642534845262823426,Sumar
1642534570179411970,LaRoca63
1642534159267577857,lawfare
1642532489360027648,Sumar2A
1642532489360027648,Sumar
1642532152679051264,Sumar2A
1642528642696658944,LaRoca63
1642527808617422848,Sumar
1642527307557486593,Sumar
1642524315634618368,Sumar2A
1642523794291019776,Sumar
1642523706227343361,Sumar2A
1642522785938300928,Sumar2A
1642521208099831808,Sumar2A
1642517644405362690,Ecoterrorista
1642514411465089026,pobreEspaña
1642510405326045184,Sumar2A
1642509637051097088,GobiernoCorruptoyMentiroso
1642509637051097088,irenemonterodimision
1642509637051097088,GriñanAPrision
1642509637051097088,stopinmigracionilegal
1642509152684761088,Catalonia
1642509152684761088,JusticeForSota
1642509101220483074,Ecoterrorista
1642508696650498051,Ecoterrorista
1642508467523993601,Barcelona
1642468872090443777,PSC
1642468872090443777,Colau
1642468872090443777,ERC
1642463800350633985,Sumar2A
1642460907518214145,LaBarcelonaSensata
1642459766243860488,municipals2023
1642459766243860488,AlcaldeCollboni
1642459766243860488,EnMarxa
1642458999101562880,YoSoloConPodemos
1642457261439172609,Sumar2A
1642455759328796672,Sumar2A
1642451211507888128,PSC
1642451211507888128,Colau
1642451211507888128,ERC
1642450327700926467,PSC
1642450327700926467,Colau
1642450327700926467,ERC
1642446285583142914,NOTICIA
1642436266552705026,FelizDomingo
1642436266552705026,Sumar2A
1642430408598994944,AquíParlem
1642430408598994944,BCN
1642427958525583360,Barcelona
1642426882942484481,CsTerrassa
1642423115476000771,AquíParlem
1642423115476000771,BCN
1642422731013595138,AquíParlem
1642422731013595138,BCN
1644832584948490242,ColauNoCompleix
1644803949118013440,Trias
1644803949118013440,Barcelone
1644803949118013440,PDeCAT
1644756501863571464,putaespanyaforever
1644756464467165186,putaespanyaforever
1644744158874042368,valents
1644744158874042368,cataluña
1644744158874042368,catalunya
1644729065448824835,Opinión
1644722162907983872,Opinión
1644721850897821703,Opinión
1644717867412119553,Opinión
1644715008746573827,Opinión
1644710732792057856,valents
1644710732792057856,cataluña
1644710732792057856,catalunya
1644710540835540995,valents
1644710540835540995,cataluña
1644710540835540995,catalunya
1644694067979190273,Opinión
1644682192021331970,valents
1644682192021331970,cataluña
1644682192021331970,catalunya
1644680467398926337,Opinión
1644676818002141184,Opinión
1644676463608860677,Opinión
1643037631360450560,TikTok
1643031775382233091,Cs
1643028621261455361,sitocanauna
1643028621261455361,respondemostodxs
1643020154983399425,OperaciónCataluña
1643020154983399425,PresidentMas
1642230314989760513,Barcelona
1642228878285348865,CsTerrassa
1642204154184581124,CsTerrassa
1642203774314852353,CsTerrassa
1642203595532541954,CsTerrassa
1642203595532541954,EleccionesMunicipales
1642203595532541954,Terrassa
1642185929384243201,Barcelona
1642179765401419776,democracia
1642179765401419776,DretALaSalut
1642179765401419776,DretAlDescans
1642176568670801921,NOTICIA
1642176563209818112,NOTICIA
1642176547305009153,NOTICIA
1642173058940010497,Barcelona
1646847771092164609,iNÚTILS
1646846602743541761,directebetevé
1646845724594786304,LeyVivienda
1646845392342884354,directebetevé
1646844358711291907,directebetevé
1646843724805160960,PolòniaTV3
1646843583935160321,directebetevé
1646843534249533440,directebetevé
1646837965044236289,LeydeVivienda
1646837965044236289,Barcelona
1646837377137012736,Barcelona
1646835571665321988,14DeAbril
1646830982144696320,directebetevé
1646830448201302018,ENTREVISTA
1646817136671588353,yateapañarás
1646815730661195779,ENTREVISTA
1646815574679506944,ENTREVISTA
1646815574679506944,EleccionsBarcelona2023
1646814717975973888,14DeAbril
1646811352894169090,BoicotProductosCatalanes
1646806982781747201,Barcelona
1644235290930716677,YoConPodemos
1644226379842564098,Barcelona
1644220846917967873,ecodistrito
1644220846917967873,sincoches
1644220846917967873,barcelona
1644157160689901568,FrauColau
1644114120776589319,Economia
1644102117274075138,YoconPodemos
1644092561173147648,YoconPodemos
1644083622473760770,Opinión
1644081446024278017,Barcelona
1644081446024278017,Barcelona
1644077013890678785,Opinión
1643361661800136705,Colau
1643361661800136705,TriasAlcalde
1643357646928617472,Sumar
1643346739728994309,sitoquenauna
1643346739728994309,responemtotxs
1643343345261895687,YoconPodemos
1643339357409927168,Colau
1643339357409927168,TriasAlcalde
1643338184749727749,Colau
1643338184749727749,Trias
1643338184749727749,Suïssa
1643337282613653514,Barcelona
1643337282613653514,canvi
1643337282613653514,Colau
1643337282613653514,TriasAlcalde
1643335542157762566,Colau
1643335542157762566,TriasAlcalde
1643323262804402177,Restar
1643320822876995587,Restar
1643320767772237824,Colau
1643320767772237824,TriasAlcalde
1643320209292361728,Colau
1643320209292361728,TriasAlcalde
1643319213052817409,Brigada100x100
1643319213052817409,MaragallMésQueMai
1643319213052817409,MunicipisRepublicans
1643318838333784064,Restar
1643318076740452353,Restar
1643315829449080832,Colau
1643315829449080832,TriasAlcalde
1643313973498920960,Colau
1643313973498920960,TriasAlcalde
1643313614709727242,Colau
1643313614709727242,TriasAlcalde
1643311575397199873,Colau
1643311575397199873,Barcelona
1643311575397199873,AlcaldeTrias
1643311518761598978,Colau
1643311518761598978,TriasAlcalde
1642780225464303618,OperaciónCataluña
1642780225464303618,PresidentMas
1642771610451992576,CampanyaElectotaldelPoble
1642771258881310721,portadas
1642765319017037825,NOTICIA
1642758770978594817,CampanyaElectotaldelPoble
1643506928021061632,Tarragona
1643506879811710978,BCN
1643496722679595008,Colau
1643496722679595008,TriasAlcalde
1643494039419863042,Tarragona
1643490929091772417,CampanyaElectotaldelPoble
1643490155116765184,Barcelona
1643483635553558530,Tarragona
1643467680236568576,Colau
1643467680236568576,TriasAlcalde
1643455052072230912,TrobadesNL
1642655127868788738,Comunismo
1642655127868788738,Sumar2A
1642655127868788738,BuenasNoches
1642655086412218368,IreneMonteroDimision
1642655086412218368,GobiernoCriminalCorruptoyMentiroso
1642655086412218368,GriñanAPrision
1642654436374847493,FerrerasGate
1642649938382278660,elFaxde8tv
1642649873576017923,CampanyaElectotaldelPoble
1642649844014522373,CampanyaElectotaldelPoble
1642648362234044417,SoloSumaPSOE
1642647197073256449,Sumar2A
1642645632216186882,MésSingulars
1642644776645275648,CampanyaElectotaldelPoble
1642644447140761600,OperaciónCataluña
1642644447140761600,PresidentMas
1642643024944431106,DomingoDeRamos
1642643024944431106,ConexiónHonduras5
1642643024944431106,CuartoMilenio
1642642225258438656,CampanyaElectotaldelPoble
1642642197613871106,elFaxde8tv
1642641817429524482,CampanyaElectotaldelPoble
1642641817429524482,Municipals2023NiunVot
1642641817429524482,CorrupcióCatalunya
1642641817429524482,EstampetesCorrupcioCatalunya
1642637834258460676,DomingoDeRamos
1642637834258460676,ConexiónHonduras5
1642637834258460676,CuartoMilenio
1642637460474568705,DomingoDeRamos
1642637460474568705,ConexiónHonduras5
1642637460474568705,CuartoMilenio
1643127326991851522,TeamVOX
1642815594335551488,UP
1642815594335551488,26J
1646776012766605315,Barcelona
1646774780979232769,Barcelona
1646771884803989505,PolòniaTV3
1646770370882465793,Barcelona
1646770264523382784,ENTREVISTA
1646770264523382784,EleccionsBarcelona2023
1646770171707629570,populismo
1646770171707629570,comunismo
1646761968961716224,OpinióLaMarina
1646754882186096642,Barcelona
1646754396598878212,Barcelona
1646748186495598592,Barcelona
1646745627647156225,NOTICIA
1646743653203714048,Video
1646743653203714048,EsNoticia
1646743653203714048,Barcelona
1646734326564892672,PolòniaTV3
1646668275156172801,Barcelona
1646661804775600129,Barcelona
1646650815866888192,LoMásLeído
1646648389554126849,LoMásLeído
1646646056753479681,Barcelona
1646642459424833536,PolòniaTV3
1646639733798326272,Video
1646639733798326272,EsNoticia
1646639733798326272,Barcelona
1646638849194356738,Barcelona
1646636755305545728,PolòniaTV3
1646635498469826561,PolòniaTV3
1646633663331815425,PolòniaTV3
1646632637744685056,Barcelona
1646631344665968640,PolòniaTV3
1646630686458097666,PolòniaTV3
1646629753871376389,PolòniaTV3
1646627719512301569,Barcelona
1646626732026281984,Barcelona
1646623882118299651,PolòniaTV3
1646621221922959360,pisswithoutdrop
1646620787938344960,PolòniaTV3
1646620732330323969,NOTICIA
1646620221971615754,PolòniaTV3
1646619698191106048,linkstuig
1646614198971973633,Barcelona
1646612298654425089,Barcelona
1646610408055136257,Barcelona
1646609704674643970,Barcelona
1646600593002094592,Barcelona
1646597195561410562,Barcelona
1646596621185032192,Barcelona
1646594590034612240,Barcelona
1646591375004016640,Barcelona
1646589239935614977,ELMÉSVIST
1646589238362755075,ELMÉSVIST
1643218678778036224,elecciones
1643218678778036224,Barcelona
1643218678778036224,Tribuna
1643215174902358018,Barcelona
1643208773698289667,Sumar
1643201004995788802,womenpower
1643201004995788802,futurecities
1642583761177935873,TrileraEnComú
1642583761177935873,NOESPOT
1642582762786832388,MeToo
1642582466257887232,EmergènciaClimàtica
1642580690846752768,Esplugues
1642578712804614145,Esplugues
1642575025566883842,YolandaDiaz
1642575025566883842,adacolau
1642575025566883842,mema
1642575025566883842,Sumar2A
1642571130568429568,AquíParlem
1642571130568429568,BCN
1646505695829737477,Video
1646505695829737477,EsNoticia
1646505695829737477,Barcelona
1646497809472929793,OpinióLaMarina
1646495747813064704,Video
1646495747813064704,EsNoticia
1646495747813064704,Barcelona
1646491239166902272,OpinióLaMarina
1646491155641638912,elSubjetivo
1646489292196450304,BCN
1646486846459768832,OpinióLaMarina
1646485979232911362,elSubjetivo
1646485011799973888,CFGS
1646484300735315970,OpinióLaMarina
1646482841633538048,elSubjetivo
1646479368754012161,OpinióLaMarina
1646476748236750848,NOTICIA
1646475985620017152,elSubjetivo
1646474843754315777,elSubjetivo
1646473561811439616,elSubjetivo
1646470496886636545,CFGS
1646469463573708802,Video
1646469463573708802,EsNoticia
1646469463573708802,Barcelona
1646463660229816322,CFGS
1646461560058007552,iluminao
1646459563653189635,Video
1646459563653189635,EsNoticia
1646459563653189635,Barcelona
1646457842927378432,CFGS
1646457290520756225,CFGS
1646457290520756225,PortesObertes
1646457290520756225,dissenyvideojocs
1646457290520756225,realitatvirtual
1646457290520756225,videogames
1646457290520756225,virtualreality
1646457290520756225,videojuegos
1646457290520756225,realidadvirtual
1646455704352432129,Video
1646455704352432129,EsNoticia
1646455704352432129,Barcelona
1646454328507473921,Video
1646454328507473921,EsNoticia
1646454328507473921,Barcelona
1646454321045995532,Video
1646454321045995532,EsNoticia
1646454321045995532,Barcelona
1646453841406115845,Video
1646453841406115845,EsNoticia
1646453841406115845,Barcelona
1646453741346856963,Video
1646453741346856963,EsNoticia
1646453741346856963,Barcelona
1646451431061241856,inforac1
1646449815998324737,CTESC
1646445442060754945,Video
1646445442060754945,EsNoticia
1646445442060754945,Barcelona
1646445442060754945,Okupacion
1646445442060754945,Barcelona
1646445169485438977,CTESC
1646444170012241922,Actualidad
1646444170012241922,EsNoticia
1646444170012241922,Barcelona
1646444170012241922,Politica
1646444170012241922,España
1646440701939310592,DomusVi
1642506896954257409,NOTICIA
1642504367109558273,Ecoterrorista
1642504165367730176,GobiernoCorruptoyMentiroso
1642504165367730176,irenemonterodimision
1642504165367730176,GriñanAPrision
1642504165367730176,stopinmigracionilegal
1642498860386754560,AquíParlem
1642498860386754560,BCN
1642498572451995648,PSC
1642498572451995648,Colau
1642498572451995648,ERC
1642498263013113856,PSC
1642498263013113856,Colau
1642498263013113856,ERC
1642497739371020289,lawfare
1642496991572664322,Barcelona
1642496991572664322,Madrid
1642496991572664322,Sumar2A
1642496518518108163,GobiernoCorruptoyMentiroso
1642496518518108163,irenemonterodimision
1642496518518108163,GriñanAPrision
1642496518518108163,stopinmigracionilegal
1642496178989445122,Sumar2A
1642494718066978816,Barcelona
1642494718066978816,BarnaDiario
1642492852260204547,sumar
1642492301778853889,Sumar2A
1642492148380573696,PSC
1642492148380573696,Colau
1642492148380573696,ERC
1642490894984134658,Sumar2A
1642485588224868357,Sumar2A
1642480550945456139,Ecoterrorista
1642480248447983616,EFE
1642479569750949888,Sumar2A
1642479307204296705,Sumar2A
1642476403894501377,Sumar2A
1642473658936336387,sumar
1643194181949571072,OperaciónCataluña
1643194181949571072,PresidentMas
1643193396956102656,TrobadesNL
1643189298739421185,StopRacisme
1643175169471520768,TrobadesNL
1643172980682379264,TrobadesNL
1643171988565901312,TrobadesNL
1643163968607846401,PCE
1643163968607846401,UP
1643163968607846401,26J
1643163968607846401,EnComunPodem
1645423150144839684,URGENTE
1645423014459199488,URGENTE
1645422829876260864,URGENTE
1645422681368547328,Semana
1645422261468291072,URGENTE
1645421971130179586,URGENTE
1645419722412896259,URGENTE
1645419427045752835,URGENTE
1645418507532632071,URGENTE
1645417985429979136,URGENTE
1645417672425844737,URGENTE
1645417363175624704,URGENTE
1645415751044538370,URGENTE
1645415502452256769,URGENTE
1645414143569043457,URGENTE
1645413774596136962,URGENTE
1645413678680875008,URGENTE
1645412460235464706,URGENTE
1645412139178369024,AMB
1645412139178369024,povedaculpable
1645412139178369024,Balmonculpable
1645412139178369024,Bigasculpable
1645412139178369024,catalunyaenmarxa
1645412139178369024,Baixapeu
1645411185922125824,URGENTE
1645409994643210241,URGENTE
1645409980185554945,URGENTE
1645409894865018881,URGENTE
1645408503996006402,URGENTE
1645407830927720448,URGENTE
1645407159042146307,URGENTE
1645407148745138176,URGENTE
1645406549961998338,URGENTE
1645406097107189760,URGENTE
1645405183986348032,URGENTE
1645404982194077697,URGENTE
1645404693227610113,URGENTE
1645403424874176513,URGENTE
1645402767555477505,URGENTE
1645402677394767872,URGENTE
1645402626303852549,URGENTE
1645402325190692865,URGENTE
1645400285160828930,URGENTE
1645398824335073283,URGENTE
1645398775177904130,URGENTE
1645398019750199297,URGENTE
1645397903731556354,URGENTE
1645396962865184777,URGENTE
1645396023206879238,URGENTE
1645395845502599168,URGENTE
1645395071863341057,URGENTE
1645392623002058758,URGENTE
1645391912575156225,URGENTE
1645391887879086080,URGENTE
1645389322990891012,URGENTE
1645389015783297024,URGENTE
1645388691899138052,URGENTE
1645386745771438081,URGENTE
1645386621292797955,URGENTE
1645386481249165313,URGENTE
1645386000045047809,URGENTE
1645385928737804290,URGENTE
1645385794419408896,URGENTE
1645384083332034561,URGENTE
1645384024884477956,URGENTE
1645383583509491712,URGENTE
1645383326784528385,URGENTE
1645383274431143937,URGENTE
1645383188464775170,URGENTE
1645382986123051010,URGENTE
1645382218313867264,URGENTE
1645382066614284288,URGENTE
1645381079958802433,URGENTE
1645380812202803205,URGENTE
1645380775171301377,URGENTE
1645380470912237569,URGENTE
1645379823248736257,URGENTE
1645379533393088512,URGENTE
1645378903182016512,URGENTE
1645378791059910658,URGENTE
1645378467309969408,URGENTE
1645377056476131328,URGENTE
1645376381952352259,URGENTE
1645375931064647680,URGENTE
1645375691905441792,URGENTE
1645374661679562754,URGENTE
1645374398382088192,PARERA
1645374398382088192,VALENTS
1645373496548106244,URGENTE
1645371339224629248,URGENTE
1645371124266442754,URGENTE
1645370803247095808,URGENTE
1645369837781241856,URGENTE
1645367677098029056,URGENTE
1645367234565480448,URGENTE
1645366750345666562,URGENTE
1645365968300916736,URGENTE
1645365808799809536,URGENTE
1645365074004004867,URGENTE
1645364043530510336,URGENTE
1645363468369895425,Entrevista
1645362288939892737,URGENTE
1645361430915366912,TeamVox
1645361430915366912,LevantandoEspaña
1645361430915366912,Elecciones2023
1647541520768065536,lawfare
1647541520768065536,lawfare
1647541520768065536,lawfare
1647533918831124480,CorrupcioCatalunya
1647533918831124480,ErcmerdaGate
1647521423076753408,ElFaxde8tv
1647508782593847296,BCN
1647471282219364354,14DeAbril
1647470743947444224,14DeAbril
1647400907808595971,ElFaxde8tv
1647359941437423618,ComunismoEsMiseria
1647359941437423618,XplicaLeyVivienda
1647359575127982080,Lawfare
1647358137186353155,ElFAXDe8tv
1647354824185217025,ElFaxde8tv
1647353635175628802,ElFAXDe8tv
1647353044059684864,Video
1647353044059684864,EsNoticia
1647353044059684864,Barcelona
1647352823506509824,ElFaxde8tv
1647352404940140546,Barcelona
1647350239047610368,ElFAXDe8tv
1647350134013939718,ElFaxde8tv
1647349873551745028,ElFaxde8tv
1646216032460079106,PublicAffairs
1646216032460079106,Spain
1646216000545619977,URGENTE
1646215020613623808,Barcelona
1646211675731771424,Barcelona
1646208747608457239,Barcelona
1646207598360772642,SantAndreu
1646207598360772642,CiutadansBcn
1646197070347354132,Noticiaselsiglo
1646197070347354132,noticias
1646191024400744465,Barcelona
1646186419356934145,VirgendelRocío
1646186419356934145,Huelva
1646165502098538499,Barcelona
1646160963836551169,SantAndreu
1646160963836551169,CiutadansBcn
1646153090234499076,bomberos
1646153090234499076,pasar
1646153090234499076,calles
1646153090234499076,cortadas
1646153090234499076,Colau
